title,company,location,salary,job_type,date_listed,description,url,search_keyword
Data & System Integration Specialist,PT Hikari Indo Sarana,West Jakarta,Rp 7.500.000 – Rp 9.000.000 per month,,23h ago,"Hikari Indo Sarana mencari seorang Data & System Integration Specialist yang akan menjadi arsitek digital perusahaan. Posisi ini tidak menangani infrastruktur fisik (hardware/jaringan), melainkan berfokus pada integritas data, otomatisasi sistem, dan implementasi teknologi AI guna mendukung pengambilan keputusan strategis. Tugas dan Tanggung Jawab Utama Melakukan proses data cleansing secara menyeluruh (mengubah dirty data menjadi clean data) untuk memastikan validitas informasi di seluruh sistem Hikari. Mengembangkan dasbor Data Visualization yang dinamis untuk menyajikan performa operasional dan finansial secara visual kepada manajemen. Membangun skrip atau aplikasi sederhana menggunakan Python untuk mengotomatisasi tugas-tugas rutin antar departemen. Menjadi jembatan teknis dalam pengaplikasian teknologi AI di sistem Hikari, berkoordinasi langsung dengan vendor eksternal untuk memastikan integrasi berjalan mulus. Mengelola administrasi domain, hosting, dan operasional cloud (Google Workspace/Microsoft 365). Mengelola aspek teknis dan front-end website perusahaan agar tetap relevan dan fungsional. Menjamin keamanan data perusahaan melalui manajemen SSL, enkripsi dasar, dan protokol keamanan perangkat lunak. Mengelola dan memantau prosedur backup data secara otomatis dan berkala untuk menjamin pemulihan data jika terjadi kendala (disaster recovery). Syarat dan Kualifikasi Wajib lulusan S1 Computer Science (Ilmu Komputer) atau Informatika. Penguasaan mendalam bahasa pemrograman Python untuk pengolahan data. Pengalaman dalam Data Cleansing dan manajemen database relasional. Kemampuan membuat visualisasi data yang tajam (Power BI, Tableau, atau library Python). Memahami konsep Integration & AI (bagaimana menghubungkan API atau layanan pihak ketiga ke sistem internal). Paham manajemen hosting, domain, dan layanan cloud. Problem Solver yang kreatif dan proaktif. Memiliki kemampuan analisis yang kuat terhadap data. Mampu berkomunikasi secara efektif untuk menerjemahkan kebutuhan bisnis ke bahasa teknis vendor.",https://id.jobstreet.com/job/90724315?type=standard&ref=search-standalone&origin=cardTitle#sol=4acdaf09a58875bd0104fb4e7363f5b0a903d3da,data science
Data & AI Engineer,PT Mastersystem Infotama,Kemayoran,,,23h ago,"Job Description Implementing appropriate data structures to support Big Data, Analytical models and BI reporting solutions using relational and nonrelational data management technologies. Developing data integration (including batch/real-time, ETL/ELT) processes with a variety of structured and unstructured data with tools such as AWS Glue, Informatica, Talend, or Pentaho PDI. Implementing Big Data ecosystem ie Hive, Hue, Spark, HDFS, Kafka, Hbase Implementing Data Warehouse ecosystem ie Amazon Redshift, MS SQL Server and Snowflake Implementing complex project (technology implementation or transformation programs) project as ETL developer Implementing Data Engineering such as integration, migration and synchronization for data sources to data warehouse. Implementing Data Warehouse modelling for consolidated data from various data sources Implementing Machine Learning & Generative AI to solve business case Implementing analytical models to predict business outcomes with tools such as TensorFlow, Keras or pyTorch Minimum Qualifications Strong proficiency in Python and SQL Experience with data processing frameworks such as Pandas, NumPy, or PySpark Familiarity with machine learning frameworks such as TensorFlow, PyTorch, or Scikit-learn Experience in building, deploying, and maintaining machine learning models Understanding of data modeling, data warehousing, and ETL processes Experience with cloud platforms (AWS, Google Cloud, or Azure) is a plus Knowledge of big data technologies such as Hadoop or Spark is an advantage Strong analytical and problem-solving skills Ability to work collaboratively in a cross-functional team environment Understanding of AI concepts such as NLP, Computer Vision, or Deep Learning is a plus",https://id.jobstreet.com/job/90730025?type=standard&ref=search-standalone&origin=cardTitle#sol=e7cf2eed12b3c66f3e49e6c0e35578d2b313e4b0,data science
Position,"PT Summarecon Agung, Tbk",Tangerang District,,,23h ago,"Requirements: Minimum qualification: Master’s degree (S2) from a reputable university Minimum academic rank of Lecturer (Lektor) At least 5 years of experience working as a lecturer Has national and international publications Proficient in statistical data analysis and population/economic regional projection techniques Professional certification from IAP (Indonesian Association of Planners) is an advantage Certification in Geographic Information Systems (GIS) is an advantage Willing to be placed in Tangerang Job Description: Prepare semester lesson plans Carry out the Tri Dharma of Higher Education (teaching, research, and community service) Conduct research published in academic outlets and perform community service within the Urban and Regional Planning study program Perform administrative duties related to academic responsibilities Carry out other assignments given by the University",https://id.jobstreet.com/job/90724060?type=standard&ref=search-standalone&origin=cardTitle#sol=f625aed122d2c3ea7805829386488880dab581e6,data science
DATA ANALYST STAFF,"PT Delta Giri Wacana, Tbk.",North Jakarta,,,23h ago,"REQUIREMENT/ KRITERIA: Strong mathematical skills to help collect, measure, organize and analyze data Technical proficiency regarding database design development, data models, techniques for data mining, and segmentation. Experience in handling reporting packages Problem-solving skills Accuracy and attention to detail Adept at queries, writing reports, and making presentations Verbal and Written communication skills Proven working experience in data analysis JOB DESCRIPTION/ TANGGUNG JAWAB: Using automated tools to extract data from primary and secondary sources Processing data and fixing errors and related problems Developing and maintaining databases, data systems – reorganizing data in a readable format Performing analysis to assess quality and meaning of data Filter Data by reviewing reports and performance indicators to identify and correct problems Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction Assigning numerical value to essential business functions so that business performance can be assessed and compared over periods of time. Analyzing local, national, and global trends that impact both the organization and the industry Preparing reports for the management stating trends, patterns, and predictions using relevant data Working with management heads to identify process improvement opportunities Preparing final analysis reports for the stakeholders to understand the data-analysis steps, enabling them to take important decisions based on various facts and trends.",https://id.jobstreet.com/job/90723353?type=standard&ref=search-standalone&origin=cardTitle#sol=ecf34f4728a0f964f0b11158a22c298135534588,data science
Senior Business Analyst,Finns Beach Club,Badung,,,23h ago,"Description FINNS Beach Club is looking for a strategic Business Analytics & Performance Optimization Lead to drive measurable improvements in revenue generation, cost efficiency, and operational excellence across our hospitality operations. This position's mission is toransform raw data into profit. Your success will be measured by the tangible business improvements you drive: revenue lifted, costs reduced, and operations streamlined. You'll own the analytics function, uncover hidden opportunities in our data, and work directly with leadership to implement changes that impact the bottom line. Summary FINNS World's Best Beach Club is not just a beach club; it's a destination where dreams come alive! We pride ourselves on creating exhilarating entertainment, vibrant energy, and unforgettable F&B experiences. Nestled along the breathtaking Bali coastline, we provide a one-of-a-kind party atmosphere that leaves our guests craving for more. Responsibilities Revenue Optimization Analyze pricing strategies, demand patterns, and customer behavior to identify revenue uplift opportunities Build dynamic pricing models and yield management frameworks to maximize RevPAG/revenue per available guest Identify underperforming revenue streams and recommend strategic interventions Quantify the impact of promotional activities, packages, and marketing initiatives Cost & Margin Management Conduct deep-dive cost analysis across labor, COGS, utilities, and overhead to identify efficiency gains Build financial models that scenario-test cost reduction initiatives before implementation Establish benchmark metrics and alert systems for margin compression Partner with procurement and operations to optimize inventory levels and reduce waste Operational Excellence Design and maintain KPI dashboards that give real-time visibility into operational health Identify bottlenecks in guest flow, service delivery, and resource allocation Model staffing optimization scenarios to balance service quality with labor efficiency Create predictive models for demand forecasting to improve planning accuracy Analytics Infrastructure & Insights Own the ERP Analytics environment: build robust reporting architecture that scales Develop SQL-based data pipelines to automate analysis and eliminate manual reporting Establish data governance standards and drive improvement in data quality across teams Translate complex analytical findings into clear, actionable recommendations with quantified business impact Strategic Partnership Present monthly performance reviews to leadership with specific recommendations and ROI projections Challenge and course-correct when operational teams are working with poor data or flawed assumptions Act as the analytical backbone for strategic initiatives. Qualifications 5+ years of progressive experience in Business Intelligence, FP&A, or Operational Analytics with demonstrated impact on business performance Hospitality industry experience required, such as Beach Clubs, Hotels, Multi-unit F&B Groups, or similar high-volume, margin-sensitive operations Proven ability to architect reporting solutions, not just run reports Can write complex queries for analysis, automation, and data quality validation Advanced SQL proficiency. Expert-level skills in scenario modeling, sensitivity analysis, and P&L forecasting Must provide specific examples of analyses that led to measurable business improvements (revenue growth, cost savings, efficiency gains) Fluent Bahasa Indonesia and Professional English are mandatory Experience with additional BI/analytics tools (Tableau, Power BI, etc ) (preferable) Experience in Python and R (preferable) Background in revenue management or yield optimization (preferable) Exposure to ERP implementation or system integration projects (preferable) Consulting or multi-site operations experience (preferable)",https://id.jobstreet.com/job/90723338?type=standard&ref=search-standalone&origin=cardTitle#sol=487a5daf360ec30311926cf1ec74e4a20986ab6f,data science
ETL Developer,PT Appfuxion Consulting,Jakarta,,,23h ago,"Skill Requirements Minimum 3 years of experience in DataStage and Informatica PowerCenter, including development, data engineering, and configuration. Strong experience in PL/SQL (Oracle). Experience with source code versioning tools. Ability to work independently as well as in a team environment. Other Requirements Good understanding of SDLC processes and SDLC documentation. Familiar with preparing FSD (Functional Specification Document) and TSD (Technical Specification Document). Strong problem-solving skills (able to identify issues, define root causes, and propose resolutions). Minimum 3 years of hands-on experience using DataStage & Informatica PowerCenter. Active, with good communication skills. High level of commitment. Willing to learn new things, strong logical thinking, and comfortable working in a team.",https://id.jobstreet.com/job/90728798?type=standard&ref=search-standalone&origin=cardTitle#sol=3558fb87c1c1d3462b764dbc8299a2b13bcfcc30,data science
AI Automation & Systems Specialist,PT Seneco Group Indonesia,Bali,Rp 8.000.000 – Rp 12.000.000 per month,,1d ago,"About the Role We are looking for a technically skilled AI Automation & Systems Specialist to design and implement automation across our organisation. This role focuses on building AI-driven workflows and internal systems that reduce manual work, improve efficiency, and integrate multiple platforms across our operations. You will work closely with leadership to identify automation opportunities and build scalable solutions using modern AI tools and automation platforms. This is an exciting opportunity for someone who enjoys experimenting with AI tools, building workflows, and solving operational problems with technology. Key Responsibilities • Design and build automation workflows across internal systems • Implement AI integrations to improve operational efficiency • Build automation using tools such as Make.com , Zapier, Power Automate, or n8n • Integrate APIs between internal tools, CRM systems, and third-party platforms • Build and deploy AI agents and AI-assisted workflows • Work with leadership to identify processes that can be automated • Maintain and improve existing automation infrastructure • Document automation systems and workflows Required Skills & Experience • Experience with automation platforms (Make.com, Zapier, n8n, or Power Automate) • Strong technical understanding of AI tools and AI workflows • Experience working with AI agents or LLM tools (Claude, GPT, etc.) • Comfortable working with APIs and system integrations • Basic command line / terminal experience (CLI) • Ability to troubleshoot automation workflows and technical integrations • Strong problem-solving ability and technical curiosity Highly Desirable • Experience building AI agents or multi-step AI workflows • Experience integrating AI into business processes • Familiarity with webhooks, APIs, and data pipelines • Basic scripting ability (Python, JavaScript, or similar) What We Offer • Opportunity to build AI systems across a fast-growing organisation • Work directly with leadership on automation strategy • Freedom to experiment with cutting-edge AI tools • Competitive salary based on experience How to Apply Please apply with: • Your CV • A short description of AI automations or workflows you have built • Any portfolio, GitHub, or project examples (if available)",https://id.jobstreet.com/job/90722360?type=standard&ref=search-standalone&origin=cardTitle#sol=0ee8f0090728adbdbdbd82ff4b21dfdb6b2a3f3a,data science
Data Engineer,"PT Japfa Comfeed Indonesia, Tbk",Surabaya,,,1d ago,"The Data Transformation Functional is responsible for designing, building, and maintaining scalable data pipelines and transformation processes that enable reliable data flow across systems. This role bridges business needs and technical implementation by translating functional data requirements into optimized data models and ETL/ELT workflows. The engineer ensures data is properly cleansed, structured, and enriched for analytical and operational use—supporting reporting, business intelligence (BI), data science, and digital initiatives. The position requires strong skills in data modeling, SQL, and cloud data platforms (e.g., Snowflake, AWS, Azure, GCP), with an understanding of data governance, quality, and performance optimization. Job Description: Design, develop, and maintain ETL/ELT pipelines for data ingestion, transformation, and integration. Collaborate with business and analytics teams to define data requirements and translate them into technical solutions. Build and optimize data models to support BI tools, dashboards, and advanced analytics. Ensure data accuracy, consistency, and compliance with data governance policies. Automate data workflows and monitor pipeline performance for reliability and scalability. Work closely with data architects and functional teams to improve overall data ecosystem efficiency. Job Requirement: Bachelor’s degree in Information Technology, Information Systems, or a related field; Master’s degree is a plus. Experience in data engineering, data transformation, or data integration roles is a plus. Fresh Grad is welcome. Proven experience designing, developing, and maintaining ETL/ELT data pipelines for structured and semi-structured data using tools such as dbt, Informatica, Talend, or Apache Airflow. Hands-on experience working with cloud-based data platforms such as Snowflake, Databricks, Google BigQuery, Amazon Redshift, or Azure Synapse. Strong proficiency in SQL and practical experience with at least one programming language (e.g., Python, Scala, or Java) for automation and data manipulation. Demonstrated experience integrating and preparing data for Business Intelligence (BI) tools, such as Power BI, Qlik Sense, or Tableau, ensuring optimized data structures for visualization and analysis. Experience collaborating closely with business analysts, functional teams, and data consumers to translate business requirements into technical data solutions. Exposure to version control systems (Git) and CI/CD workflows, ideally within an Agile development environment. Technical skills: SQL, Python, or Scala. TL/ELT tools (e.g., dbt, Informatica, Talend). Cloud data platforms (e.g., Snowflake, Databricks, BigQuery, Redshift). CI/CD and version control (e.g., Git, Jenkins) Soft skills: Analytical Thinking Ability to interpret complex data processes, identify root causes of issues, and propose practical solutions. Business Acumen Understands business processes and can translate functional requirements into technical data solutions that add measurable value. Communication Skills Able to communicate clearly with both technical and non-technical stakeholders, including data architects, analysts, and business users. Collaboration & Teamwork Works effectively within cross-functional teams, fostering cooperation between IT, data, and business units. Problem-Solving Mindset Approaches challenges systematically, balancing technical precision with business needs. Attention to Detail Ensures data accuracy and consistency throughout transformation and integration processes. Continuous Learning Stays updated with emerging data technologies, engineering frameworks, and best practices.",https://id.jobstreet.com/job/90722088?type=standard&ref=search-standalone&origin=cardTitle#sol=cc56700019c0a3fa13f64cabcb169f77ff7dbfd0,data science
DATA ANALYST,PT Asuransi Jiwa Syariah Al Amin,Jakarta,Rp 6.000.000 – Rp 6.500.000 per month,,1d ago,"KUALIFIKASI: Pendidikan minimal S1 di bidang Ilmu Komputer, Teknik Informatika, Sistem Informasi, atau bidang terkait. Pengalaman minimal 1-2 tahun di bidang pengelolaan database atau posisi terkait (fresh graduate dengan kemampuan relevan dipersilakan melamar) Memahami konsep dasar sistem manajemen database relasional (RDBMS) dan non-relasional. Menguasai MySQL: query, stored procedure, trigger, indexing, dan optimasi performa. Menguasai PostgreSQL: DDL/DML, fungsi lanjutan, partisi tabel, dan manajemen user/role. Mampu melakukan backup dan restore database Mampu melakukan monitoring performa database menggunakan tools seperti MySQL Workbench, pgAdmin, atau monitoring tools lainnya. Memahami dan mampu menerapkan prinsip keamanan database: enkripsi, kontrol akses, dan audit log. Mampu bekerja secara mandiri maupun dalam tim lintas divisi. Memiliki kemampuan analitis, ketelitian tinggi, dan orientasi terhadap kualitas data. Mampu berkomunikasi secara efektif, termasuk dalam pembuatan laporan dan dokumentasi teknis. DESKRIPSI PEKERJAAN: •        Mengumpulkan, mengelola, dan memelihara data perusahaan serta memastikan kualitas data melalui validasi, pembersihan, dan pengaturan agar tetap konsisten. •        Mengelola, memonitor, dan memelihara sistem database perusahaan serta melakukan backup, pemulihan, dan optimalisasi kinerja database secara berkala. •        Melindungi data dari akses yang tidak sah dengan menerapkan prosedur keamanan dan kontrol akses. •        Membuat dan memodifikasi struktur database sesuai kebutuhan perusahaan. •        Menentukan hak akses pengguna berdasarkan peran dan tanggung jawab serta menangani permintaan akses data sesuai pedoman. •        Memantau performa database dan memastikan ketersediaan data secara optimal. •        Membuat laporan berkala tentang penggunaan data dan status database untuk manajemen, serta mendukung analisis data dengan menyediakan data yang relevan dan akurat. •        Membuat dan memelihara dokumentasi konfigurasi, struktur, dan prosedur pengelolaan database serta mendokumentasikan semua perubahan.",https://id.jobstreet.com/job/90722070?type=standard&ref=search-standalone&origin=cardTitle#sol=43938865239525b18c666b7647fee340047324b4,data science
"Strategy, Data & Reporting Analyst",PT Bolttech Device Protection Indonesia” (“bolttech”),Jakarta,,,1d ago,"In this position you will… …manage and lead for all reporting, data analytics and insights to allow the GM to manage the business from a data driven perspective, this role will be reporting directly to country General Manager. The role will create and manage reports and data analysis on both the brokerage business and the Device Protection business. Build and deliver MBR, QBRs and annual business reviews for both internal leadership and external partners. Undertake market and competitive analysis, providing advice and counsel to the GM and the bolttech Indonesia leadership team. In collaboration with the GM and the leadership team create strategies for growing and building the Indonesia business. You will be responsible for… Accountable for: Reporting: §  Creating and collating Monthly and quarterly business reviews with regional leads. §  Creating and collating monthly, quarterly and annual management reports for our partners and investors. §  Liaising with senior management on Quarterly KPI tracking and adherence to completion. §  Track and manage external partner meeting presentations, analysis and action tracking. Analysis: §  In-depth analysis on market conditions, competitors and product comparisons. §  Providing advice and support to GM and senior leaders across the bolttech Indonesia business. Strategic planning and execution: §  Implement company-wide strategic goals, ensuring all departments are aligned. Project management: §  Lead and manage key projects from conception to successful completion, coordinating diverse stakeholders. Communication and coordination: §  Act as a liaison between the executive team and other departments, ensuring smooth information flow and collaboration. Decision-making support: §  Provide analysis and recommendations to aid the executive in decision-making processes. Problem-solving: §  Address complex challenges, manage crises, and help resolve staffing issues. For you to be successful… …we expect you to be able to demonstrate the following key competencies: Impactful §  Proactive in identifying what needs to be done, and taking action, before being asked, or before the situation escalates. §  Evaluates data and makes decisions, including differing stakeholder perspectives and/or some missing information. Understands when an “80% solution” is sufficient and acts accordingly. Customer Focus §  Puts the customer at the center of decision making and uses design thinking to ensure the solution is desirable, feasible, viable, and sustainable. §  Understands relevant customer journeys and makes the customer part of the solution to optimize experiences Communication §  Proficient and competent in navigating and using digital, data and technology tools and software applications relevant to role including performing basic trouble shooting strategies §  Understands and can explain the core technology and digital platforms, applications and tools used, and offered, by bolttech (e.g.  AI, API,  RPA,).  Able to explain how these provide competitive advantage. §  Uses appropriate data, technology and digital solutions to communicate, solve problems, and access, manage, integrate, evaluate, and create information §  Able to understand, interpret, analyse, and communicate data and applies these skills to derive insights and performance Literacy – Digi, Tech & Data §  Proficient and competent in navigating and using digital, data and technology tools and software applications relevant to role including performing basic trouble shooting strategies §  Uses appropriate data, technology and digital solutions to communicate, solve problems, and access, manage, integrate, evaluate, and create information §  Able to understand, interpret, analyse, and communicate data and applies these skills to derive insights and performance You will require the following qualifications and skills §  Bachelor’s degree in business, Economics, Statistics, Finance, or Data Analytics. §  2–4 years of experience in business analysis, strategy, financial planning, or data reporting. §  Experience working with senior management or cross-functional teams. §  Familiarity with business performance metrics and corporate planning cycles. §  Strong analytical and critical-thinking skills with ability to translate data into insights. §  Proficiency in data tools such as Excel (advanced), Power BI, Tableau, or Google Data Studio. §  Comfortable using SQL, or similar tools for data extraction (optional but valued). §  Excellent written and verbal communication — able to present insights clearly to non-technical audiences. §  Strong organizational skills with attention to detail and deadlines. §  Analytical thinking to interpret trends, identify risks, and support decision-making. §  Reporting and visualization: create dashboards and performance reports. §  Business acumen: understand how data connects to business strategy and outcomes. §  Problem-solving: propose data-backed recommendations and strategic actions. §  Collaboration – work effectively with leadership, finance, and operations teams.",https://id.jobstreet.com/job/90721832?type=standard&ref=search-standalone&origin=cardTitle#sol=a50402bff047549408f6e6c9908a0da1dac509f6,data science
Data Analitics,PT Kinarya Alihdaya Mandiri,South Jakarta,Rp 5.700.000 – Rp 7.000.000 per month,,1d ago,"Requirement : Pendidikan Minimal S1 Teknik Informatika/Sistem Informasi/Teknik Telekomunikasi/Manajemen Informatika/Statistika/Matematika Memahami pemrograman Python, Shell Script dan SQL, Query Database dan Scipting Unix, Linux Paham Terkait Pandas Memiliki Pengalaman kerja minimal 1 Tahun dibidang Data Analitics Lebih disukai Memahami Aplikasi Pentaho / Tableau dan HADOOP, Power BI Paham terkait automations (SSH) Dapat bekerja dalam team, Komunikatif Dapat menangani tugas secara bersamaan (multitasking) dan Fast learner Menguasai MS Office dengan baik Bersedia berkerja overtime Responsibilities : Membuat reporting daily, weekly & monthly Mengerjakan hal yang berhungan dengan SQL Database Pengolahan data menggunakan SQL, Data Entry (Excel) Bertanggungjawab dalam menggabunkan database Pengolahan Bigdata, membuat dashboard Melakukan analisa laporan & Membuat Script SQL",https://id.jobstreet.com/job/90721100?type=standard&ref=search-standalone&origin=cardTitle#sol=3b252c61e3ce5a345b90df277287880453e0f9ee,data science
Data Analytics Manager,PT Fliptech Lentera Inspirasi Pertiwi,Jakarta,,,1d ago,"Deskripsi Pekerjaan Key Responsibilities: Strategic Leadership: Define the analytics roadmap and vision to support Flip’s long-term business goals in marketing and product development. Team Management & Mentorship: Recruit, manage, and develop a high-performing team of data analysts. Foster a culture of ownership, continuous learning, and technical excellence. Cross-Functional Partnership: Act as a strategic advisor to Marketing, Product, and Engineering leadership to identify growth opportunities and define ""success"" metrics. Analytics Governance: Oversee the development of standardized frameworks for customer segmentation, lifetime value (LTV), and product performance. Data Strategy: Partner with Data Engineering to influence data modeling, warehousing strategy, and the enrichment of our data ecosystem to ensure scalability. Impact Measurement: Champion a rigorous experimentation culture, overseeing the design and analysis of complex A/B tests and causal impact studies. Executive Communication: Synthesize complex analytical findings into compelling narratives and actionable recommendations for senior leadership and stakeholders. Requirements: Experience: 7+ years of experience in data analytics, with at least 2+ years in a formal people management or team lead role. Technical Depth: Mastery of SQL and Python; expert-level experience with data visualization ecosystems (Looker, Tableau, or Power BI). Business Acumen: Proven track record of using data to drive measurable business outcomes in user acquisition, retention, or monetization. Methodology: Strong foundation in statistics, including A/B testing, cohort analysis, and predictive modeling. Infrastructure: Hands-on experience with cloud-based data platforms (GCP/BigQuery preferred) and an understanding of data engineering workflows. Communication: Exceptional stakeholder management skills with the ability to influence decision-making at the executive level. Education: Bachelor’s or Master’s degree in a quantitative field (Statistics, Economics, Computer Science, etc.).",https://id.jobstreet.com/job/90728710?type=standard&ref=search-standalone&origin=cardTitle#sol=72d986e54b7b6d73932f8a235b487d2c8a62bfcc,data science
Data Engineer Lead,PT Fliptech Lentera Inspirasi Pertiwi,Jakarta,,,1d ago,"Deskripsi Pekerjaan Key Responsibilities Design, build, and maintain scalable, cost-efficient data pipelines and models using tools such as dbt, SQL, and Python Architect and optimize data infrastructure with a focus on performance, reliability, and cost-effectiveness, especially in cloud environments like GCP Develop and maintain real-time and event-driven data pipelines using tools like Kafka, Pub/Sub, or Dataflow Collaborate with cross-functional teams—analysts, product managers, and engineers—to deliver clean, well-modeled data for analytics and operational use cases Implement and enforce data engineering best practices including testing, CI/CD for data, modular design, and observability Contribute to and maintain clear documentation, data lineage, and governance practices to ensure transparency and reproducibility Identify opportunities to reduce data platform costs through smarter storage, processing strategies, and architectural improvements Requirements 5+ years of experience in Data Engineering or Analytics Engineering roles Strong proficiency in SQL, Python, and modern data transformation tools like dbt Solid understanding of data warehousing concepts and experience with BigQuery, Snowflake, or Redshift Hands-on experience with GCP data tools, including BigQuery, Pub/Sub, Dataflow, and DataStream are preferred Experience building and maintaining real-time or streaming data pipelines. Knowledge of open-source data tools (e.g., Debezium, Kafka, duckDB, Airflow, etc.) Demonstrated experience implementing cost-aware data solutions, including partitioning, clustering, and storage optimization Familiarity with CI/CD, version control, and production-grade deployment of data workflows Strong communication and collaboration skills across technical and business teams",https://id.jobstreet.com/job/90728705?type=standard&ref=search-standalone&origin=cardTitle#sol=edf120dfac7d21469c2394627cf2fd9b34dacb01,data science
SIHQ Digital & Learning Analytics Staff,Samudera Indonesia,Jakarta,,,1d ago,"Main Responsibilities Execute the collection and input of learning data to support comprehensive program effectiveness analysis. Conduct routine monitoring of digital learning systems to ensure consistent operational stability. Manage data integration processes and resolve basic technical issues within the Learning Management System (LMS). Collect and organize learning performance data for processing within the Learning Analytics system. Assist in content updates and user enrollment processes for digital learning platforms and the LMS. Report technical issues within digital learning systems to ensure continuous system stability. Assist in drafting periodic reports regarding employee training participation and performance results. Design and implement programs or campaigns to drive digital learning adoption and boost participation in innovation programs (SINOV). General Responsibilities Ensure the implementation of an Integrated Management System, including the identification, documentation, and control of risks in the relevant department's work area. Foster and ensure the commitment of every team member to understand and adhere to all applicable Integrated Management System requirements. Be willing to participate in the investigation process of accidents, incidents, or actions that may lead to incidents caused by unsafe actions or unsafe conditions, including providing accurate information and reports based on known facts. Be willing to engage in the information security control process applied to protect the information assets and information processing assets owned and/or managed by the Company from threats to confidentiality, integrity, and availability. Qualifications Bachelor’s Degree (S1) in a relevant field; a degree in Data Analytics or a related quantitative discipline is highly preferred. Open to candidates with varying levels of experience (Fresh Graduates are encouraged to apply). Advanced proficiency in Microsoft Excel or Google Sheets (complex formulas, pivot tables, and data cleaning) is a mandatory requirement. Familiarity with Looker Studio , Tableau, Power BI, or similar dashboard applications to transform raw learning metrics into actionable insights. Exceptional written and verbal communication skills in both English and Indonesian , enabling you to present data findings to diverse stakeholders clearly. Precision in data reporting to ensure the integrity of learning evaluations and organizational metrics.",https://id.jobstreet.com/job/90257667?type=standard&ref=search-standalone&origin=cardTitle#sol=1280f197fecb5cce866ba64f06ac688707673e78,data science
IT Graduate Development Program Data Engineer,PT Bumi Amartha Teknologi Mandiri,Kebayoran Lama,,,1d ago,"Job Description Amartek’s IT Graduate Development Program attracts graduates from top-tier universities who are enthusiastic about professional development and aspire to work in a quickly changing and challenging IT industry. Through Amartek's Graduate Development Program, we strive to provide 1 years program that offers the opportunity to be an IT consultant with broaden critical skills and receive mentoring from senior managers and IT trainer. Collaboration, diversity, and teamwork from different backgrounds are what make us stronger and best prepared to meet our business goals. Come bring your difference! Minimum Qualifications Bachelor’s degree in Information Technology, Computer Science, Data Engineering, or related fields. Basic knowledge of SQL and programming languages such as Python or Java. Familiar with database concepts and data processing. Understanding of ETL or data pipeline concepts is a plus. Exposure to tools such as Apache Airflow, Spark, or Kafka is an advantage. Familiarity with cloud platforms (AWS, GCP, or Azure) is a plus. Strong analytical thinking, problem-solving skills, and willingness to learn.",https://id.jobstreet.com/job/90721671?type=standard&ref=search-standalone&origin=cardTitle#sol=6fc7720cd25553b1e26ba9054ee037eee5c551e0,data science
